ensembl_gene_id,Symbol,entrezgene_id,baseMean,logFC,lfcSE,stat,pvalue,FDR,description,gene_biotype,chromosome_name
ENSMUSG00000021738,Atxn7,246103,1028.737817,0.262806191,0.073693863,3.566188275,0.000362211,0.00487104,ataxin 7 [Source:MGI Symbol;Acc:MGI:2179277],protein_coding,14
ENSMUSG00000021760,Gpx8,69590,1457.718919,-0.312097681,0.100877895,-3.093816332,0.001975998,0.018222784,glutathione peroxidase 8 (putative) [Source:MGI Symbol;Acc:MGI:1916840],protein_coding,13
ENSMUSG00000021767,Kat6b,54169,969.7926681,-0.356445834,0.089069365,-4.001890357,6.28E-05,0.00119129,K(lysine) acetyltransferase 6B [Source:MGI Symbol;Acc:MGI:1858746],protein_coding,14
ENSMUSG00000021770,Samd8,67630,1450.459386,0.339444931,0.089162887,3.807020416,0.000140651,0.002270708,sterile alpha motif domain containing 8 [Source:MGI Symbol;Acc:MGI:1914880],protein_coding,14
ENSMUSG00000021798,Ldb3,24131,35.98187865,-1.637273294,0.599423282,-2.731414247,0.006306315,0.044339297,LIM domain binding 3 [Source:MGI Symbol;Acc:MGI:1344412],protein_coding,14
ENSMUSG00000021803,Cdhr1,170677,17.34919956,-1.288476891,0.407150031,-3.164624319,0.001552833,0.015111801,cadherin-related family member 1 [Source:MGI Symbol;Acc:MGI:2157782],protein_coding,14
ENSMUSG00000021822,Plau,18792,720.0330387,-0.927069877,0.275015399,-3.370974425,0.000749028,0.008476148,"plasminogen activator, urokinase [Source:MGI Symbol;Acc:MGI:97611]",protein_coding,14
ENSMUSG00000021823,Vcl,22330,5553.233456,-0.798980136,0.139113204,-5.743381037,9.28E-09,6.38E-07,vinculin [Source:MGI Symbol;Acc:MGI:98927],protein_coding,14
ENSMUSG00000021831,Ero1l,50527,2888.638286,0.667713722,0.18262352,3.656230719,0.000255951,0.003662068,ERO1-like (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1354385],protein_coding,14
ENSMUSG00000021872,Rnase10,75019,18.40898259,-1.555634084,0.442217016,-3.517806934,0.000435129,0.005525299,"ribonuclease, RNase A family, 10 (non-active) [Source:MGI Symbol;Acc:MGI:1922269]",protein_coding,14
ENSMUSG00000021903,Galnt15,78754,32.68616035,-2.019228661,0.677284168,-2.981361085,0.002869702,0.024077056,polypeptide N-acetylgalactosaminyltransferase 15 [Source:MGI Symbol;Acc:MGI:1926004],protein_coding,14
ENSMUSG00000021918,Nek4,23955,478.8599139,-0.288897613,0.09317139,-3.100711619,0.001930562,0.017954227,NIMA (never in mitosis gene a)-related expressed kinase 4 [Source:MGI Symbol;Acc:MGI:1344404],protein_coding,14
ENSMUSG00000021928,Ebpl,68177,128.2402225,-0.538998751,0.164128439,-3.284005835,0.001023428,0.010760661,emopamil binding protein-like [Source:MGI Symbol;Acc:MGI:1915427],protein_coding,14
ENSMUSG00000021939,Ctsb,13030,33922.73511,0.507879263,0.097472419,5.210492024,1.88E-07,8.95E-06,cathepsin B [Source:MGI Symbol;Acc:MGI:88561],protein_coding,14
ENSMUSG00000021957,Tkt,21881,4124.179182,0.438261935,0.080029119,5.476280885,4.34E-08,2.48E-06,transketolase [Source:MGI Symbol;Acc:MGI:105992],protein_coding,14
ENSMUSG00000021990,Spata13,219140,457.7638959,0.537784863,0.116618937,4.611471144,4.00E-06,0.000121943,spermatogenesis associated 13 [Source:MGI Symbol;Acc:MGI:104838],protein_coding,14
ENSMUSG00000022015,Tnfsf11,21943,471.5561144,4.052993186,0.543157027,7.461917979,8.53E-14,2.25E-11,"tumor necrosis factor (ligand) superfamily, member 11 [Source:MGI Symbol;Acc:MGI:1100089]",protein_coding,14
ENSMUSG00000022018,Rgcc,66214,68.24763702,1.570240263,0.491226993,3.196567548,0.001390733,0.013788299,regulator of cell cycle [Source:MGI Symbol;Acc:MGI:1913464],protein_coding,14
ENSMUSG00000022033,Pbk,52033,1185.524797,0.335486828,0.105846066,3.169572967,0.001526631,0.014933846,PDZ binding kinase [Source:MGI Symbol;Acc:MGI:1289156],protein_coding,14
ENSMUSG00000022035,Ccdc25,67179,724.2465316,0.243210754,0.09045373,2.688786329,0.007171231,0.048416805,coiled-coil domain containing 25 [Source:MGI Symbol;Acc:MGI:1914429],protein_coding,14
ENSMUSG00000022037,Clu,12759,2560.538626,2.872267526,0.95102333,3.020186188,0.002526193,0.02174766,clusterin [Source:MGI Symbol;Acc:MGI:88423],protein_coding,14
ENSMUSG00000022051,Bnip3l,12177,3322.424309,0.366272603,0.104439301,3.507038058,0.000453124,0.005693587,BCL2/adenovirus E1B interacting protein 3-like [Source:MGI Symbol;Acc:MGI:1332659],protein_coding,14
ENSMUSG00000022091,Sorbs3,20410,1089.157772,-0.48403895,0.172780286,-2.801470935,0.005087022,0.037530289,sorbin and SH3 domain containing 3 [Source:MGI Symbol;Acc:MGI:700013],protein_coding,14
ENSMUSG00000022094,Slc39a14,213053,5720.25579,1.676053967,0.228360297,7.339515633,2.14E-13,5.06E-11,"solute carrier family 39 (zinc transporter), member 14 [Source:MGI Symbol;Acc:MGI:2384851]",protein_coding,14
ENSMUSG00000022125,Cln5,211286,1403.913159,0.359851535,0.120464193,2.98720745,0.002815386,0.023724801,"ceroid-lipofuscinosis, neuronal 5 [Source:MGI Symbol;Acc:MGI:2442253]",protein_coding,14
ENSMUSG00000022126,Acod1,16365,20.2485189,5.055827369,0.800878885,6.312848875,2.74E-10,2.87E-08,aconitate decarboxylase 1 [Source:MGI Symbol;Acc:MGI:103206],protein_coding,14
ENSMUSG00000022144,Gdnf,14573,282.5962566,1.157467774,0.321777935,3.597101127,0.000321783,0.00439449,glial cell line derived neurotrophic factor [Source:MGI Symbol;Acc:MGI:107430],protein_coding,15
ENSMUSG00000022146,Osmr,18414,14119.32733,0.645399575,0.177568704,3.634647096,0.000278361,0.003926896,oncostatin M receptor [Source:MGI Symbol;Acc:MGI:1330819],protein_coding,15
ENSMUSG00000022150,Dab2,13132,7769.036431,0.72298462,0.168192179,4.298562663,1.72E-05,0.000421194,"disabled 2, mitogen-responsive phosphoprotein [Source:MGI Symbol;Acc:MGI:109175]",protein_coding,15
ENSMUSG00000022175,Lrp10,65107,2596.789513,0.236104837,0.077244494,3.056591145,0.002238694,0.019881771,low-density lipoprotein receptor-related protein 10 [Source:MGI Symbol;Acc:MGI:1929480],protein_coding,14
ENSMUSG00000022177,Haus4,219072,1024.811943,0.273392779,0.068501182,3.991066597,6.58E-05,0.001232126,"HAUS augmin-like complex, subunit 4 [Source:MGI Symbol;Acc:MGI:1261794]",protein_coding,14
ENSMUSG00000022197,Pdzd2,68070,184.8685434,1.400902635,0.36101341,3.880472569,0.000104254,0.001815643,PDZ domain containing 2 [Source:MGI Symbol;Acc:MGI:1922394],protein_coding,15
ENSMUSG00000022206,Npr3,18162,578.7953423,-2.286075314,0.339575471,-6.732156793,1.67E-11,2.54E-09,natriuretic peptide receptor 3 [Source:MGI Symbol;Acc:MGI:97373],protein_coding,15
ENSMUSG00000022218,Tgm1,21816,319.5055046,2.081206734,0.446076984,4.66557749,3.08E-06,9.84E-05,"transglutaminase 1, K polypeptide [Source:MGI Symbol;Acc:MGI:98730]",protein_coding,14
ENSMUSG00000022246,Rai14,75646,9558.615045,0.665512028,0.07536051,8.831044586,1.04E-18,8.56E-16,retinoic acid induced 14 [Source:MGI Symbol;Acc:MGI:1922896],protein_coding,15
ENSMUSG00000022263,Trio,223435,7116.512111,-0.695386354,0.18258807,-3.808498299,0.000139813,0.00226256,triple functional domain (PTPRF interacting) [Source:MGI Symbol;Acc:MGI:1927230],protein_coding,15
ENSMUSG00000022265,Ank,11732,3993.599049,-0.670174186,0.124095245,-5.400482414,6.65E-08,3.51E-06,progressive ankylosis [Source:MGI Symbol;Acc:MGI:3045421],protein_coding,15
ENSMUSG00000022305,Lrp12,239393,2144.88003,0.299327513,0.073204466,4.088924219,4.33E-05,0.000888695,low density lipoprotein-related protein 12 [Source:MGI Symbol;Acc:MGI:2443132],protein_coding,15
ENSMUSG00000022309,Angpt1,11600,581.8642095,1.363627272,0.373340229,3.65250559,0.000259694,0.003703583,angiopoietin 1 [Source:MGI Symbol;Acc:MGI:108448],protein_coding,15
ENSMUSG00000022321,Cdh10,320873,22.09092556,2.46762039,0.545272043,4.525484886,6.03E-06,0.000175097,cadherin 10 [Source:MGI Symbol;Acc:MGI:107436],protein_coding,15
ENSMUSG00000022324,Matn2,17181,3107.051222,-1.03061523,0.212031399,-4.860672697,1.17E-06,4.23E-05,matrilin 2 [Source:MGI Symbol;Acc:MGI:109613],protein_coding,15
ENSMUSG00000022329,Stk3,56274,1823.456881,-0.301122967,0.067371672,-4.469578356,7.84E-06,0.000216076,serine/threonine kinase 3 [Source:MGI Symbol;Acc:MGI:1928487],protein_coding,15
ENSMUSG00000022351,Sqle,20775,4968.789394,0.894612306,0.135215388,6.616201882,3.69E-11,5.18E-09,squalene epoxidase [Source:MGI Symbol;Acc:MGI:109296],protein_coding,15
ENSMUSG00000022353,Mtss1,211401,259.8514162,-1.599517471,0.411577554,-3.886308803,0.00010178,0.001777919,MTSS I-BAR domain containing 1 [Source:MGI Symbol;Acc:MGI:2384818],protein_coding,15
ENSMUSG00000022367,Has2,15117,1270.588076,0.942743382,0.3323811,2.836332701,0.004563488,0.034550838,hyaluronan synthase 2 [Source:MGI Symbol;Acc:MGI:107821],protein_coding,15
ENSMUSG00000022377,Asap1,13196,5102.717328,-0.446198522,0.13463461,-3.31414429,0.000919241,0.009925957,"ArfGAP with SH3 domain, ankyrin repeat and PH domain1 [Source:MGI Symbol;Acc:MGI:1342335]",protein_coding,15
ENSMUSG00000022382,Wnt7b,22422,39.27472538,4.825055515,1.406793921,3.429823972,0.000603973,0.007198527,"wingless-type MMTV integration site family, member 7B [Source:MGI Symbol;Acc:MGI:98962]",protein_coding,15
ENSMUSG00000022389,Tef,21685,2897.230661,-0.526752968,0.139584826,-3.773712244,0.000160836,0.002537639,thyrotroph embryonic factor [Source:MGI Symbol;Acc:MGI:98663],protein_coding,15
ENSMUSG00000022416,Cacna1i,239556,68.79089586,-1.912546659,0.338039289,-5.657764418,1.53E-08,9.83E-07,"calcium channel, voltage-dependent, alpha 1I subunit [Source:MGI Symbol;Acc:MGI:2178051]",protein_coding,15
ENSMUSG00000022443,Myh9,17886,26972.13404,-0.339253969,0.126623879,-2.679225837,0.007379261,0.049467266,"myosin, heavy polypeptide 9, non-muscle [Source:MGI Symbol;Acc:MGI:107717]",protein_coding,15
ENSMUSG00000022463,Srebf2,20788,13770.85677,0.675037699,0.101073636,6.678672353,2.41E-11,3.54E-09,sterol regulatory element binding factor 2 [Source:MGI Symbol;Acc:MGI:107585],protein_coding,15
ENSMUSG00000022469,Rapgef3,223864,438.663379,-0.827757983,0.178158213,-4.646196024,3.38E-06,0.000106312,Rap guanine nucleotide exchange factor (GEF) 3 [Source:MGI Symbol;Acc:MGI:2441741],protein_coding,15
ENSMUSG00000022474,Pmm1,29858,1618.299229,-0.723869371,0.169708621,-4.265365946,2.00E-05,0.000474026,phosphomannomutase 1 [Source:MGI Symbol;Acc:MGI:1353418],protein_coding,15
ENSMUSG00000022483,Col2a1,12824,10.47951227,-1.581367677,0.586397812,-2.696748939,0.007002004,0.047737978,"collagen, type II, alpha 1 [Source:MGI Symbol;Acc:MGI:88452]",protein_coding,15
ENSMUSG00000022500,Litaf,56722,6182.686243,0.598792114,0.138446059,4.325093242,1.52E-05,0.000380621,LPS-induced TN factor [Source:MGI Symbol;Acc:MGI:1929512],protein_coding,16
ENSMUSG00000022512,Cldn1,12737,86.47080631,-2.499031304,0.384082164,-6.506501834,7.69E-11,9.77E-09,claudin 1 [Source:MGI Symbol;Acc:MGI:1276109],protein_coding,16
ENSMUSG00000022514,Il1rap,16180,3167.759603,1.231241474,0.213819731,5.758315524,8.50E-09,5.97E-07,interleukin 1 receptor accessory protein [Source:MGI Symbol;Acc:MGI:104975],protein_coding,16
ENSMUSG00000022519,Srl,106393,274.8126723,-0.39240457,0.139628894,-2.810339305,0.00494893,0.036778595,sarcalumenin [Source:MGI Symbol;Acc:MGI:2146620],protein_coding,16
ENSMUSG00000022537,Tmem44,224090,175.3986352,-1.637697123,0.269792604,-6.070207635,1.28E-09,1.10E-07,transmembrane protein 44 [Source:MGI Symbol;Acc:MGI:1924489],protein_coding,16
ENSMUSG00000022594,Lynx1,23936,817.5418978,-0.396364256,0.137379957,-2.885168008,0.003912048,0.030717231,Ly6/neurotoxin 1 [Source:MGI Symbol;Acc:MGI:1345180],protein_coding,15
ENSMUSG00000022602,Arc,11838,218.6421562,-0.879826844,0.278824773,-3.15548305,0.001602326,0.015456767,activity regulated cytoskeletal-associated protein [Source:MGI Symbol;Acc:MGI:88067],protein_coding,15
ENSMUSG00000022634,Yaf2,67057,1027.684935,0.312582927,0.114910837,2.720221483,0.00652382,0.045274725,YY1 associated factor 2 [Source:MGI Symbol;Acc:MGI:1914307],protein_coding,15
ENSMUSG00000022676,Snai2,20583,1147.232887,-0.866105274,0.151643416,-5.711459808,1.12E-08,7.51E-07,snail family zinc finger 2 [Source:MGI Symbol;Acc:MGI:1096393],protein_coding,16
ENSMUSG00000022677,Fopnl,66086,576.6458277,-0.324235254,0.109569851,-2.959164862,0.00308474,0.025444772,Fgfr1op N-terminal like [Source:MGI Symbol;Acc:MGI:1913336],protein_coding,16
ENSMUSG00000022708,Zbtb20,56490,1900.003947,-0.935225443,0.214316502,-4.363758436,1.28E-05,0.000329755,zinc finger and BTB domain containing 20 [Source:MGI Symbol;Acc:MGI:1929213],protein_coding,16
ENSMUSG00000022758,P2rx6,18440,17.28257794,-2.091616038,0.560580543,-3.731160603,0.0001906,0.00293022,"purinergic receptor P2X, ligand-gated ion channel, 6 [Source:MGI Symbol;Acc:MGI:1337113]",protein_coding,16
ENSMUSG00000022779,Top3b,21976,1263.288358,-0.178484024,0.059975492,-2.975949296,0.002920831,0.024435966,topoisomerase (DNA) III beta [Source:MGI Symbol;Acc:MGI:1333803],protein_coding,16
ENSMUSG00000022797,Tfrc,22042,6354.228009,0.5221244,0.126039474,4.142546652,3.43E-05,0.000739946,transferrin receptor [Source:MGI Symbol;Acc:MGI:98822],protein_coding,16
ENSMUSG00000022817,Itgb5,16419,6493.198904,0.605160486,0.170369812,3.552040574,0.000382256,0.005059839,integrin beta 5 [Source:MGI Symbol;Acc:MGI:96614],protein_coding,16
ENSMUSG00000022822,Abcc5,27416,2514.20163,-0.377124139,0.080077982,-4.709461064,2.48E-06,8.16E-05,"ATP-binding cassette, sub-family C (CFTR/MRP), member 5 [Source:MGI Symbol;Acc:MGI:1351644]",protein_coding,16
ENSMUSG00000022838,Eaf2,106389,30.49162686,0.791037373,0.280045437,2.824675094,0.004732858,0.03563405,ELL associated factor 2 [Source:MGI Symbol;Acc:MGI:2146616],protein_coding,16
ENSMUSG00000022843,Clcn2,12724,259.8961298,-0.813578049,0.200514529,-4.057451854,4.96E-05,0.000985208,"chloride channel, voltage-sensitive 2 [Source:MGI Symbol;Acc:MGI:105061]",protein_coding,16
ENSMUSG00000022863,Btg3,12228,1051.930598,0.40082453,0.135774155,2.952141587,0.003155782,0.025919374,BTG anti-proliferation factor 3 [Source:MGI Symbol;Acc:MGI:109532],protein_coding,16
ENSMUSG00000022875,Kng1,16644,99.40492856,2.75820314,0.750009745,3.677556401,0.000235479,0.00343297,kininogen 1 [Source:MGI Symbol;Acc:MGI:1097705],protein_coding,16
ENSMUSG00000022893,Adamts1,11504,3873.08624,-1.107691297,0.213544883,-5.187159164,2.14E-07,1.01E-05,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 1 [Source:MGI Symbol;Acc:MGI:109249]",protein_coding,16
ENSMUSG00000022894,Adamts5,23794,4324.975345,-0.682336357,0.218436022,-3.123735509,0.001785709,0.016760535,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 5 (aggrecanase-2) [Source:MGI Symbol;Acc:MGI:1346321]",protein_coding,16
ENSMUSG00000022900,Ildr1,106347,9.029608849,6.358066751,1.80207493,3.528192222,0.000418408,0.005374999,immunoglobulin-like domain containing receptor 1 [Source:MGI Symbol;Acc:MGI:2146574],protein_coding,16
ENSMUSG00000022905,Kpna1,16646,1862.245439,0.233004878,0.080739105,2.885898682,0.003902978,0.030698466,karyopherin (importin) alpha 1 [Source:MGI Symbol;Acc:MGI:103560],protein_coding,16
ENSMUSG00000022914,Brwd1,93871,3027.456128,-0.264643017,0.071118743,-3.721143082,0.000198323,0.003020823,bromodomain and WD repeat domain containing 1 [Source:MGI Symbol;Acc:MGI:1890651],protein_coding,16
ENSMUSG00000022952,Runx1,12394,2088.368393,0.552794871,0.187984586,2.940639356,0.003275356,0.026630812,runt related transcription factor 1 [Source:MGI Symbol;Acc:MGI:99852],protein_coding,16
ENSMUSG00000022965,Ifngr2,15980,2590.57224,0.430078593,0.109073473,3.943017336,8.05E-05,0.001471734,interferon gamma receptor 2 [Source:MGI Symbol;Acc:MGI:107654],protein_coding,16
ENSMUSG00000022967,Ifnar1,15975,3118.921667,0.387426675,0.091152704,4.250303674,2.13E-05,0.000500751,interferon (alpha and beta) receptor 1 [Source:MGI Symbol;Acc:MGI:107658],protein_coding,16
ENSMUSG00000022969,Il10rb,16155,1271.804247,0.795955037,0.150940987,5.273286291,1.34E-07,6.53E-06,"interleukin 10 receptor, beta [Source:MGI Symbol;Acc:MGI:109380]",protein_coding,16
ENSMUSG00000022971,Ifnar2,15976,1608.953148,0.820104498,0.145961166,5.618648566,1.92E-08,1.21E-06,interferon (alpha and beta) receptor 2 [Source:MGI Symbol;Acc:MGI:1098243],protein_coding,16
ENSMUSG00000022978,Mis18a,66578,577.1222147,0.284344159,0.105336938,2.699377476,0.006946933,0.0475343,MIS18 kinetochore protein A [Source:MGI Symbol;Acc:MGI:1913828],protein_coding,16
ENSMUSG00000023017,Asic1,11419,43.79828845,-1.887911388,0.423825998,-4.454449228,8.41E-06,0.000229525,acid-sensing (proton-gated) ion channel 1 [Source:MGI Symbol;Acc:MGI:1194915],protein_coding,15
ENSMUSG00000023026,Dip2b,239667,1745.444314,-0.369279092,0.101994132,-3.620591551,0.00029393,0.004107558,disco interacting protein 2 homolog B [Source:MGI Symbol;Acc:MGI:2145977],protein_coding,15
ENSMUSG00000023030,Slc11a2,18174,4051.545216,0.841768266,0.139295927,6.043021384,1.51E-09,1.29E-07,"solute carrier family 11 (proton-coupled divalent metal ion transporters), member 2 [Source:MGI Symbol;Acc:MGI:1345279]",protein_coding,15
ENSMUSG00000023039,Krt7,110310,271.2765622,3.440600081,1.050591438,3.274917306,0.001056929,0.011077623,keratin 7 [Source:MGI Symbol;Acc:MGI:96704],protein_coding,15
ENSMUSG00000023043,Krt18,16668,377.9153085,5.571685118,1.361325249,4.092839034,4.26E-05,0.000879279,keratin 18 [Source:MGI Symbol;Acc:MGI:96692],protein_coding,15
ENSMUSG00000023046,Igfbp6,16012,1493.198995,-0.725344224,0.191196123,-3.793718266,0.000148408,0.002372732,insulin-like growth factor binding protein 6 [Source:MGI Symbol;Acc:MGI:96441],protein_coding,15
ENSMUSG00000023050,Map3k12,26404,1768.853226,-0.213554542,0.078550354,-2.718696113,0.006553979,0.045410203,mitogen-activated protein kinase kinase kinase 12 [Source:MGI Symbol;Acc:MGI:1346881],protein_coding,15
ENSMUSG00000023067,Cdkn1a,12575,4419.143345,-1.114576771,0.337103595,-3.306333095,0.000945256,0.010115929,cyclin-dependent kinase inhibitor 1A (P21) [Source:MGI Symbol;Acc:MGI:104556],protein_coding,17
ENSMUSG00000023092,Fhl1,14199,1932.523289,-0.554774283,0.135904541,-4.082087899,4.46E-05,0.000906803,four and a half LIM domains 1 [Source:MGI Symbol;Acc:MGI:1298387],protein_coding,X
ENSMUSG00000023175,Bsg,12215,16017.61819,0.475688674,0.099306455,4.790108272,1.67E-06,5.75E-05,basigin [Source:MGI Symbol;Acc:MGI:88208],protein_coding,10
ENSMUSG00000023224,Serping1,12258,2716.79696,1.912820746,0.308260951,6.205199657,5.46E-10,5.26E-08,"serine (or cysteine) peptidase inhibitor, clade G, member 1 [Source:MGI Symbol;Acc:MGI:894696]",protein_coding,2
ENSMUSG00000023307,Marchf5,69104,2928.671738,0.197664378,0.040846645,4.839182696,1.30E-06,4.67E-05,membrane associated ring-CH-type finger 5 [Source:MGI Symbol;Acc:MGI:1915207],protein_coding,19
ENSMUSG00000023367,Tmem176a,66058,2436.40644,0.963534711,0.317744636,3.032418492,0.002426026,0.02111938,transmembrane protein 176A [Source:MGI Symbol;Acc:MGI:1913308],protein_coding,6
ENSMUSG00000023391,Dlx2,13392,323.703972,-0.563482607,0.137849286,-4.087671557,4.36E-05,0.00089212,distal-less homeobox 2 [Source:MGI Symbol;Acc:MGI:94902],protein_coding,2
ENSMUSG00000023456,Tpi1,21991,14224.70275,0.831181503,0.144652001,5.746076766,9.13E-09,6.32E-07,triosephosphate isomerase 1 [Source:MGI Symbol;Acc:MGI:98797],protein_coding,6
ENSMUSG00000023495,Pcbp4,59092,2259.631686,-0.316305646,0.091454304,-3.458619583,0.000542951,0.006602406,poly(rC) binding protein 4 [Source:MGI Symbol;Acc:MGI:1890471],protein_coding,9
ENSMUSG00000023800,Tiam2,24001,1090.066206,-0.517851046,0.083594813,-6.194774859,5.84E-10,5.55E-08,T cell lymphoma invasion and metastasis 2 [Source:MGI Symbol;Acc:MGI:1344338],protein_coding,17
ENSMUSG00000023832,Acat2,110460,3815.475844,0.916490915,0.109492469,8.370355694,5.74E-17,3.16E-14,acetyl-Coenzyme A acetyltransferase 2 [Source:MGI Symbol;Acc:MGI:87871],protein_coding,17
ENSMUSG00000023845,Lnpep,240028,7921.788407,-0.45373491,0.059413581,-7.636888809,2.23E-14,6.83E-12,leucyl/cystinyl aminopeptidase [Source:MGI Symbol;Acc:MGI:2387123],protein_coding,17
ENSMUSG00000023904,Hcfc1r1,353502,841.6367725,-0.655081608,0.185920832,-3.523443826,0.000425977,0.005445748,host cell factor C1 regulator 1 (XPO1-dependent) [Source:MGI Symbol;Acc:MGI:2663619],protein_coding,17
ENSMUSG00000023908,Pkmyt1,268930,1878.578499,0.311696967,0.113370619,2.749362832,0.005971125,0.042405377,"protein kinase, membrane associated tyrosine/threonine 1 [Source:MGI Symbol;Acc:MGI:2137630]",protein_coding,17
ENSMUSG00000023915,Tnfrsf21,94185,85.04564512,1.143761896,0.399000614,2.866566755,0.004149506,0.032102156,"tumor necrosis factor receptor superfamily, member 21 [Source:MGI Symbol;Acc:MGI:2151075]",protein_coding,17
ENSMUSG00000023919,Cenpq,83815,828.1628,0.301060516,0.083378032,3.610789416,0.000305266,0.004216892,centromere protein Q [Source:MGI Symbol;Acc:MGI:1933744],protein_coding,17
ENSMUSG00000023951,Vegfa,22339,4758.447879,0.449493671,0.153739356,2.923738476,0.003458552,0.027900816,vascular endothelial growth factor A [Source:MGI Symbol;Acc:MGI:103178],protein_coding,17
ENSMUSG00000023960,Enpp5,83965,2323.554516,-0.429074263,0.133325083,-3.218256121,0.001289726,0.0129818,ectonucleotide pyrophosphatase/phosphodiesterase 5 [Source:MGI Symbol;Acc:MGI:1933830],protein_coding,17
ENSMUSG00000023973,Cnpy3,72029,2310.268332,0.142710604,0.046859739,3.045484375,0.002323058,0.020439831,canopy FGF signaling regulator 3 [Source:MGI Symbol;Acc:MGI:1919279],protein_coding,17
ENSMUSG00000024014,Pim1,18712,1216.169894,0.765581967,0.220634453,3.469911232,0.00052063,0.006377964,proviral integration site 1 [Source:MGI Symbol;Acc:MGI:97584],protein_coding,17
ENSMUSG00000024018,Ccdc167,68597,702.4725175,-0.467617832,0.111792336,-4.182914935,2.88E-05,0.000644173,coiled-coil domain containing 167 [Source:MGI Symbol;Acc:MGI:1915847],protein_coding,17
ENSMUSG00000024063,Lbh,77889,1810.922244,-0.798871542,0.18023349,-4.432425637,9.32E-06,0.000249093,limb-bud and heart [Source:MGI Symbol;Acc:MGI:1925139],protein_coding,17
ENSMUSG00000024076,Vit,74199,159.4937733,-1.289945663,0.44987943,-2.867314167,0.004139718,0.032045206,vitrin [Source:MGI Symbol;Acc:MGI:1921449],protein_coding,17
ENSMUSG00000024083,Pja2,224938,4357.532721,-0.37357134,0.093351945,-4.001752075,6.29E-05,0.00119129,praja ring finger ubiquitin ligase 2 [Source:MGI Symbol;Acc:MGI:2159342],protein_coding,17
ENSMUSG00000024096,Ralbp1,19765,3174.608381,0.273794061,0.068479092,3.998213956,6.38E-05,0.001202335,ralA binding protein 1 [Source:MGI Symbol;Acc:MGI:108466],protein_coding,17
ENSMUSG00000024121,Atp6v0c,11984,13999.01182,0.310043092,0.088545485,3.501512161,0.000462626,0.005790936,"ATPase, H+ transporting, lysosomal V0 subunit C [Source:MGI Symbol;Acc:MGI:88116]",protein_coding,17
ENSMUSG00000024130,Abca3,27410,2053.617043,0.378166651,0.140789024,2.686052092,0.007230182,0.048647516,"ATP-binding cassette, sub-family A (ABC1), member 3 [Source:MGI Symbol;Acc:MGI:1351617]",protein_coding,17
ENSMUSG00000024143,Rhoq,104215,5551.200994,0.347743407,0.09810773,3.544505687,0.00039335,0.005158471,ras homolog family member Q [Source:MGI Symbol;Acc:MGI:1931553],protein_coding,17
ENSMUSG00000024146,Cript,56724,943.3334198,0.184209472,0.059827185,3.079026226,0.002076784,0.018823617,cysteine-rich PDZ-binding protein [Source:MGI Symbol;Acc:MGI:1929655],protein_coding,17
ENSMUSG00000024150,Mcfd2,193813,3224.386544,0.184823409,0.055771892,3.313916821,0.000919989,0.009925957,multiple coagulation factor deficiency 2 [Source:MGI Symbol;Acc:MGI:2183439],protein_coding,17
ENSMUSG00000024164,C3,12266,40557.69338,2.038868966,0.632029989,3.22590542,0.001255748,0.012727102,complement component 3 [Source:MGI Symbol;Acc:MGI:88227],protein_coding,17
ENSMUSG00000024169,Ift140,106633,1106.767295,-0.229567847,0.084185893,-2.726915863,0.006392934,0.044622137,intraflagellar transport 140 [Source:MGI Symbol;Acc:MGI:2146906],protein_coding,17
ENSMUSG00000024170,Telo2,71718,885.8045577,-0.260530307,0.089648011,-2.906147107,0.003659094,0.029162337,telomere maintenance 2 [Source:MGI Symbol;Acc:MGI:1918968],protein_coding,17
ENSMUSG00000024193,Phf1,21652,1092.629821,-0.320615336,0.094391773,-3.396644932,0.000682174,0.00790245,PHD finger protein 1 [Source:MGI Symbol;Acc:MGI:98647],protein_coding,17
ENSMUSG00000024235,Map3k8,26410,567.7009916,0.973926008,0.164380883,5.924813109,3.13E-09,2.49E-07,mitogen-activated protein kinase kinase kinase 8 [Source:MGI Symbol;Acc:MGI:1346878],protein_coding,18
ENSMUSG00000024302,Dtna,13527,382.3338322,-0.891360904,0.285325227,-3.124017151,0.001784001,0.016760535,dystrobrevin alpha [Source:MGI Symbol;Acc:MGI:106039],protein_coding,18
ENSMUSG00000024308,Tapbp,21356,11508.07084,0.665067446,0.172870247,3.847205975,0.000119473,0.002017588,TAP binding protein [Source:MGI Symbol;Acc:MGI:1201689],protein_coding,17
ENSMUSG00000024349,Sting1,72512,1800.740827,0.533571103,0.127008777,4.201056927,2.66E-05,0.000599737,stimulator of interferon response cGAMP interactor 1 [Source:MGI Symbol;Acc:MGI:1919762],protein_coding,18
ENSMUSG00000024378,Stard4,170459,3088.496729,0.840569728,0.145323542,5.784126363,7.29E-09,5.23E-07,StAR-related lipid transfer (START) domain containing 4 [Source:MGI Symbol;Acc:MGI:2156764],protein_coding,18
ENSMUSG00000024424,Ttc39c,72747,1598.287712,1.447635967,0.270094857,5.359731705,8.33E-08,4.25E-06,tetratricopeptide repeat domain 39C [Source:MGI Symbol;Acc:MGI:1919997],protein_coding,18
